Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,discount_ratio,weight_per_purchase,rating_x_calls,Product_importance_num,important_discount,log_cost,log_weight,calls_bin,rating_bin
D,Ship,3,2,181,2,low,F,6,5410,0,0.03314916943927241,1803.3333333333333,6,1,6,5.204006687076795,8.596189197642735,Medium,Bad
A,Road,4,1,205,5,low,M,10,4944,0,0.04878048542534218,824.0,4,1,10,5.327876168789581,8.506132244056813,Medium,Bad
A,Flight,6,2,293,5,low,M,2,1494,0,0.006825938333585723,249.0,12,1,2,5.683579767338681,7.3098814858247865,High,Bad
A,Ship,3,1,223,3,low,F,22,3795,1,0.09865470409620161,948.75,3,1,22,5.4116460518550396,8.241703159729818,Medium,Bad
A,Ship,6,2,118,2,low,F,2,1744,1,0.016949151106004142,581.3333333333334,12,1,2,4.77912349311153,7.4645098346365275,High,Bad
F,Ship,4,3,264,5,low,F,2,1541,0,0.007575757288797073,256.8333333333333,12,1,2,5.579729825986222,7.340835554123275,Medium,Neutral
F,Road,2,4,257,6,low,M,5,3986,1,0.019455252161274236,569.4285714285714,8,1,5,5.552959584921617,8.290794347381356,Low,Neutral
D,Ship,5,2,173,4,medium,M,4,5363,0,0.023121385946740697,1072.6,10,2,8,5.159055299214529,8.587465244401569,High,Bad
C,Ship,5,2,167,3,medium,F,7,1939,1,0.04191616515472065,484.75,10,2,14,5.123963979403259,7.570443252057374,High,Bad
C,Road,3,3,157,4,medium,F,2,5684,0,0.012738852691792821,1136.8,9,2,4,5.062595033026967,8.645586406184636,Medium,Neutral
F,Flight,3,2,115,3,low,F,27,1814,1,0.2347825882797749,453.5,6,1,27,4.7535901911063645,7.503840746698951,Medium,Bad
F,Ship,3,2,222,2,medium,M,1,4021,1,0.004504504301598905,1340.3333333333333,6,2,2,5.407171771460119,8.299534570332597,Medium,Bad
C,Ship,5,4,168,3,low,M,34,1779,1,0.20238094033446782,444.75,20,1,34,5.1298987149230735,7.484368643286131,High,Neutral
C,Flight,3,1,269,2,medium,M,6,5703,1,0.02230483188457874,1901.0,3,2,12,5.598421958998375,8.648922962094131,Medium,Bad
A,Ship,3,2,224,3,medium,M,8,5869,0,0.03571428411989803,1467.25,6,2,16,5.41610040220442,8.677609912822142,Medium,Bad
C,Ship,5,1,258,3,medium,M,7,4466,1,0.027131781894116982,1116.5,5,2,14,5.556828061699537,8.404472321352118,High,Bad
D,Flight,4,3,266,6,medium,F,5,5209,0,0.018796991774549184,744.1428571428571,12,2,10,5.58724865840025,8.558335134747413,Medium,Neutral
B,Flight,5,3,228,3,medium,F,38,3631,1,0.16666665935672548,907.75,15,2,76,5.43372200355424,8.197538739721184,High,Neutral
F,Ship,4,1,134,3,medium,F,37,1818,1,0.27611938237915057,454.5,4,2,74,4.90527477843843,7.506042178518122,Medium,Bad
A,Ship,3,3,133,3,low,F,2,4926,0,0.015037592854316327,1231.5,9,1,2,4.897839799950911,8.502485562543963,Medium,Neutral
F,Ship,2,1,222,2,medium,M,5,3778,1,0.022522521507994525,1259.3333333333333,2,2,10,5.407171771460119,8.237214703349489,Low,Bad
C,Ship,4,4,202,4,medium,M,4,4053,0,0.0198019792177238,810.6,16,2,8,5.313205979041787,8.307459327011946,Medium,Neutral
F,Ship,5,1,254,5,medium,M,10,1020,0,0.039370077190154444,170.0,5,2,20,5.541263545158426,6.928537818164665,High,Bad
C,Ship,3,5,144,2,medium,M,6,5983,0,0.04166666377314835,1994.3333333333333,15,2,12,4.976733742420574,8.696844519654313,Medium,Good
D,Flight,3,5,252,3,medium,F,8,4557,1,0.03174603048626863,1139.25,15,2,16,5.53338948872752,8.42463920980563,Medium,Good
B,Ship,4,1,201,6,medium,F,8,5529,0,0.039800993044726715,789.8571428571429,4,2,16,5.308267697401205,8.61794309451638,Medium,Bad
B,Ship,3,1,224,3,low,F,1,4862,1,0.0044642855149872535,1215.5,3,1,1,5.41610040220442,8.489410810403786,Medium,Bad
A,Road,5,4,256,3,low,F,43,3658,1,0.16796874343872098,914.5,20,1,43,5.54907608489522,8.204945165019208,High,Neutral
D,Ship,3,1,166,2,high,F,6,5905,1,0.036144576135868904,1968.3333333333333,3,3,18,5.117993812416755,8.683724062303869,Medium,Bad
F,Ship,5,3,227,4,low,F,10,1317,1,0.04405286149546866,263.4,15,1,10,5.429345628954441,7.183870715062453,High,Neutral
F,Ship,3,2,270,2,medium,F,59,3706,1,0.21851851042524037,1235.3333333333333,6,2,118,5.602118820879701,8.217978203150732,Medium,Bad
F,Ship,3,3,273,2,medium,F,16,2466,1,0.05860805646124336,822.0,9,2,32,5.6131281063880705,7.810758116529357,Medium,Neutral
C,Ship,5,5,141,3,high,M,41,1367,1,0.290780121221268,341.75,25,3,123,4.955827057601261,7.221105098182496,High,Good
F,Ship,4,5,268,2,low,M,2,4721,1,0.007462686288705736,1573.6666666666667,20,1,2,5.594711379601839,8.459987717645458,Medium,Good
C,Road,4,3,187,4,low,M,4,4757,0,0.021390373187680577,951.4,12,1,4,5.236441962829949,8.467582690862903,Medium,Neutral
C,Flight,5,3,234,2,low,F,55,3308,1,0.23504272499817414,1102.6666666666667,15,1,55,5.459585514144159,8.104401307921613,High,Neutral
D,Ship,4,2,223,5,medium,F,8,1559,1,0.03587443785316422,259.8333333333333,8,2,16,5.4116460518550396,7.352441100243583,Medium,Bad
F,Ship,7,5,282,5,low,M,7,1260,1,0.024822694155223615,210.0,35,1,7,5.645446897643238,7.13966033596492,High,Good
C,Ship,5,1,271,5,low,F,4,1557,1,0.014760147056821143,259.5,5,1,4,5.605802066295998,7.351158226430694,High,Bad
D,Ship,2,5,238,2,low,F,6,5325,1,0.02521008297436626,1775.0,10,1,6,5.476463551931511,8.580355766373877,Low,Good
B,Road,4,2,260,2,low,F,31,2805,1,0.11923076464497061,935.0,8,1,31,5.564520407322694,7.939515260662406,Medium,Bad
A,Ship,4,1,197,3,high,M,9,4917,0,0.04568527686876767,1229.25,4,3,27,5.288267030694535,8.500657222776137,Medium,Bad
C,Road,4,4,196,5,high,F,7,4622,0,0.03571428389212837,770.3333333333334,16,3,21,5.2832037287379885,8.438799123988225,Medium,Neutral
D,Road,2,5,170,5,low,F,10,5621,1,0.05882352595155729,936.8333333333334,10,1,10,5.14166355650266,8.634442751466477,Low,Good
C,Flight,4,4,232,3,medium,F,61,2484,1,0.2629310231495249,621.0,16,2,122,5.4510384535657,7.818027938530729,Medium,Neutral
D,Ship,3,1,271,3,medium,M,1,5486,1,0.0036900367642052857,1371.5,3,2,2,5.605802066295998,8.610136937058975,Medium,Bad
F,Ship,5,4,211,3,low,M,9,4908,0,0.04265402641450112,1227.0,20,1,9,5.356586274672012,8.498825534058053,High,Neutral
D,Ship,4,4,251,3,medium,F,9,5350,1,0.03585657227663058,1337.5,16,2,18,5.529429087511423,8.585038738311304,Medium,Neutral
F,Ship,6,3,276,4,low,F,8,1754,1,0.028985506196177315,350.8,18,1,8,5.6240175061873385,7.470224135899966,High,Neutral
B,Ship,3,2,256,2,medium,F,9,4228,1,0.03515624862670904,1409.3333333333333,6,2,18,5.54907608489522,8.34972083747249,Medium,Bad
D,Road,3,1,224,3,low,F,45,3624,1,0.20089284817442643,906.0,3,1,45,5.41610040220442,8.195609567288775,Medium,Bad
D,Road,3,2,111,2,low,F,4,4245,1,0.0360360327895466,1415.0,6,1,4,4.718498871295094,8.353732642263202,Medium,Bad
C,Ship,2,3,198,2,medium,F,6,1996,0,0.030303028772574302,665.3333333333334,6,2,12,5.293304824724492,7.599401333415815,Low,Neutral
A,Ship,3,3,230,3,low,M,4,4018,1,0.017391303591682453,1004.5,9,1,4,5.442417710521793,8.2987883944492,Medium,Neutral
F,Ship,4,4,168,3,medium,M,53,1782,1,0.3154761716978469,445.5,16,2,106,5.1298987149230735,7.48605261786314,Medium,Neutral
B,Flight,3,4,143,4,medium,M,5,5545,1,0.034965032519927795,1109.0,12,2,10,4.969813299576001,8.620832226175724,Medium,Neutral
F,Ship,3,3,134,3,medium,F,8,4950,0,0.0597014880819785,1237.5,9,2,16,4.90527477843843,8.507344855361422,Medium,Neutral
F,Flight,3,5,240,6,low,M,21,3559,1,0.08749999635416682,508.42857142857144,15,1,21,5.484796933490655,8.177515823846075,Medium,Good
A,Ship,5,4,193,3,medium,M,4,5873,0,0.020725387527181994,1468.25,20,2,8,5.267858159063328,8.678291111758565,High,Neutral
F,Road,5,1,145,3,low,M,20,1387,1,0.13793102497027412,346.75,5,1,20,4.983606621708336,7.23561914106675,High,Bad
A,Ship,3,4,166,2,low,F,10,5258,0,0.060240960226448176,1752.6666666666667,12,1,10,5.117993812416755,8.567696173589344,Medium,Neutral
F,Ship,3,2,175,2,medium,F,12,1817,1,0.06857142465306144,605.6666666666666,6,2,24,5.170483995038151,7.505492274737424,Medium,Bad
C,Road,5,2,234,6,low,F,58,2448,1,0.2478632372708018,349.7142857142857,10,1,58,5.459585514144159,7.803435056952168,High,Bad
D,Ship,4,4,211,4,medium,M,8,4747,1,0.037914690146223215,949.4,16,2,16,5.356586274672012,8.465478755729558,Medium,Neutral
F,Ship,3,1,132,3,medium,F,5,5978,0,0.03787878500918295,1494.5,3,2,10,4.890349128221754,8.696008608880904,Medium,Bad
F,Ship,6,3,189,3,medium,F,3,5062,0,0.015873015033173808,1265.5,18,2,6,5.247024072160486,8.529714471969909,High,Neutral
F,Ship,3,2,210,3,medium,F,43,2096,1,0.20476189501133832,524.0,6,2,86,5.351858133476067,7.64826303090192,Medium,Bad
C,Ship,5,1,257,5,medium,M,1,1102,1,0.0038910504322548474,183.66666666666666,5,2,2,5.552959584921617,7.005789019253503,High,Bad
B,Flight,6,1,134,3,medium,M,10,1278,1,0.07462686010247313,319.5,6,2,20,4.90527477843843,7.153833801578843,High,Bad
C,Ship,3,2,221,3,low,F,21,3686,1,0.09502262013472307,921.5,6,1,21,5.402677381872279,8.212568398234145,Medium,Bad
F,Ship,3,2,188,5,medium,M,7,5673,0,0.03723404057265742,945.5,6,2,14,5.241747015059643,8.643649615368796,Medium,Bad
A,Ship,5,3,273,4,medium,M,2,4186,1,0.00732600705765542,837.2,15,2,4,5.6131281063880705,8.339739766019143,High,Neutral
D,Ship,4,4,188,4,low,F,10,4571,1,0.053191486532367736,914.2,16,1,10,5.241747015059643,8.427706024914702,Medium,Neutral
D,Road,5,2,254,4,high,M,37,2608,1,0.14566928560357142,521.6,10,3,111,5.541263545158426,7.866722285136729,High,Bad
D,Ship,4,2,190,6,high,M,5,4139,1,0.02631578808864273,591.2857142857143,8,3,15,5.25227342804663,8.32845106681936,Medium,Bad
A,Ship,4,3,104,5,low,F,6,4617,1,0.057692302144970946,769.5,12,1,6,4.653960350157523,8.43771698991444,Medium,Neutral
D,Road,4,1,202,3,high,M,59,2563,1,0.2920791934614261,640.75,4,3,177,5.313205979041787,7.849323818040561,Medium,Bad
A,Ship,5,1,236,6,medium,F,4,1705,0,0.01694915182418848,243.57142857142858,5,2,8,5.4680601411351315,7.441906728051625,High,Bad
D,Ship,4,3,188,4,medium,M,7,4024,1,0.03723404057265742,804.8,12,2,14,5.241747015059643,8.300280189852664,Medium,Neutral
D,Road,3,2,245,3,low,F,61,2188,1,0.24897958167430279,547.0,6,1,61,5.5053315359323625,7.691200097522863,Medium,Bad
F,Ship,3,3,157,4,medium,F,7,4487,1,0.04458598442127488,897.4,9,2,14,5.062595033026967,8.409162447202533,Medium,Neutral
D,Ship,3,3,223,3,low,M,10,5243,1,0.044843047316455276,1310.75,9,1,10,5.4116460518550396,8.56483984488359,Medium,Neutral
B,Ship,5,5,240,5,low,M,8,1750,1,0.0333333319444445,291.6666666666667,25,1,8,5.484796933490655,7.467942332285852,High,Good
D,Flight,5,4,307,5,low,M,8,1903,0,0.02605863107300876,317.1666666666667,20,1,8,5.730099782973574,7.55171221535131,High,Neutral
C,Ship,5,4,221,6,medium,M,6,1488,1,0.027149320038492304,212.57142857142858,20,2,12,5.402677381872279,7.305860032684009,High,Neutral
B,Ship,3,2,252,4,low,M,29,2353,1,0.11507936051272379,470.6,6,1,29,5.53338948872752,7.763871287820222,Medium,Bad
F,Ship,3,5,228,4,medium,M,57,2243,1,0.2499999890350882,448.6,15,2,114,5.43372200355424,7.716015266642587,Medium,Good
A,Ship,4,4,252,6,medium,M,44,2676,1,0.17460316767447748,382.2857142857143,16,2,88,5.53338948872752,7.892452043520352,Medium,Neutral
C,Ship,4,2,192,3,low,F,4,5578,1,0.020833332248263944,1394.5,8,1,4,5.262690188904886,8.626764827845529,Medium,Bad
C,Ship,4,5,199,2,medium,M,4,4762,0,0.02010050150248736,1587.3333333333333,20,2,8,5.298317366548036,8.46863300080086,Medium,Good
F,Ship,5,4,225,5,low,F,6,2000,0,0.026666665481481534,333.3333333333333,20,1,6,5.420534999272286,7.601402334583733,High,Neutral
F,Ship,4,3,274,3,low,F,5,4409,0,0.01824817451648998,1102.25,12,1,5,5.616771097666572,8.391629968440892,Medium,Neutral
D,Flight,3,4,216,3,low,F,3,5817,0,0.013888888245884802,1454.25,12,1,3,5.37989735354046,8.668711839055147,Medium,Neutral
C,Ship,3,5,223,3,medium,M,53,3670,1,0.23766815077721296,917.5,15,2,106,5.4116460518550396,8.208219383496834,Medium,Good
A,Road,3,1,164,10,medium,F,6,5603,0,0.03658536362284368,509.3636363636364,3,2,12,5.10594547390058,8.631235907456897,Medium,Bad
B,Ship,5,2,189,3,low,F,1,5965,0,0.0052910050110579355,1491.25,10,1,1,5.247024072160486,8.693831965074693,High,Bad
D,Ship,5,3,242,3,low,M,58,3411,1,0.23966941158390861,852.75,15,1,58,5.493061443340548,8.13505390861157,High,Neutral
F,Road,6,4,256,4,low,F,2,1752,1,0.007812499694824232,350.4,24,1,2,5.54907608489522,7.469083884921234,High,Neutral
C,Ship,4,4,215,2,high,F,6,5238,0,0.02790697544618719,1746.0,16,3,18,5.375278407684165,8.56388591940822,Medium,Neutral
C,Road,5,1,253,6,medium,M,12,2486,1,0.0474308281647894,355.14285714285717,5,2,24,5.537334267018537,7.818832443803404,High,Bad
C,Road,5,2,205,3,low,F,3,5182,0,0.014634145627602652,1295.5,10,1,3,5.327876168789581,8.553139318189707,High,Bad
F,Ship,4,2,124,2,medium,M,50,1592,1,0.4032257739334053,530.6666666666666,8,2,100,4.8283137373023015,7.373374309910049,Medium,Bad
F,Ship,5,1,245,2,medium,F,2,4882,1,0.00816326497292796,1627.3333333333333,5,2,4,5.5053315359323625,8.49351506406166,High,Bad
B,Ship,3,4,241,3,medium,M,3,4047,0,0.012448132263562976,1011.75,12,2,6,5.488937726156687,8.305978210967302,Medium,Neutral
C,Ship,3,2,155,3,medium,F,7,1434,1,0.045161287408949195,358.5,6,2,14,5.049856007249537,7.268920128193722,Medium,Bad
F,Flight,3,4,164,10,medium,F,10,4134,0,0.060975606038072803,375.8181818181818,12,2,20,5.10594547390058,8.327242607457793,Medium,Neutral
A,Ship,3,4,157,3,low,F,32,1370,1,0.20382164306868514,342.5,12,1,32,5.062595033026967,7.223295679562314,Medium,Neutral
D,Road,4,5,264,6,low,M,6,1637,0,0.02272727186639122,233.85714285714286,20,1,6,5.579729825986222,7.401231264413015,Medium,Good
C,Flight,5,4,245,5,medium,F,4,1771,1,0.01632652994585592,295.1666666666667,20,2,8,5.5053315359323625,7.4798641311650265,High,Neutral
F,Ship,3,2,189,3,high,M,1,4997,1,0.0052910050110579355,1249.25,6,3,3,5.247024072160486,8.516793111394898,Medium,Bad
A,Ship,6,4,121,5,low,M,23,1734,1,0.190082628918791,289.0,24,1,23,4.804021044733257,7.45876269238096,High,Neutral
D,Ship,4,5,143,8,low,M,38,1095,1,0.2657342471514512,121.66666666666667,20,1,38,4.969813299576001,6.999422467507961,Medium,Good
A,Road,4,2,190,3,medium,M,7,4766,0,0.036842103324099824,1191.5,8,2,14,5.25227342804663,8.469472455204826,Medium,Bad
A,Ship,4,3,101,6,low,M,37,1344,1,0.3663365973924161,192.0,12,1,37,4.624972813284271,7.20414929203594,Medium,Neutral
C,Road,6,1,280,4,low,F,5,1624,0,0.017857142219387778,324.8,6,1,5,5.638354669333745,7.393263094763838,High,Bad
C,Ship,4,1,220,3,medium,F,6,4472,0,0.027272726033057908,1118.0,4,2,12,5.3981627015177525,8.405814603432848,Medium,Bad
C,Ship,5,4,196,3,medium,M,2,5427,1,0.010204081112036677,1356.75,20,2,4,5.2832037287379885,8.59932602095476,High,Neutral
C,Ship,5,2,252,3,low,M,7,5058,0,0.027777776675485054,1264.5,10,1,7,5.53338948872752,8.528924114291936,High,Bad
C,Ship,3,3,204,2,medium,M,6,5612,0,0.02941176326412925,1870.6666666666667,9,2,12,5.3230099791384085,8.6328406149422,Medium,Neutral
B,Ship,2,3,258,5,low,F,6,1727,0,0.023255813052100272,287.8333333333333,6,1,6,5.556828061699537,7.454719949364001,Low,Neutral
D,Ship,4,2,274,3,medium,F,7,4477,1,0.025547444323085977,1119.25,8,2,14,5.616771097666572,8.4069317971587,Medium,Bad
B,Ship,6,2,278,3,medium,F,3,2974,1,0.01079136651829617,743.5,12,2,6,5.631211781821365,7.99799931797973,High,Bad
D,Road,6,2,260,3,low,M,2,4071,0,0.007692307396449717,1017.75,12,1,2,5.564520407322694,8.311889558230359,High,Bad
A,Flight,5,1,172,2,medium,F,3,4892,0,0.017441859451054684,1630.6666666666667,5,2,6,5.153291594497779,8.495560891289124,High,Bad
F,Ship,2,5,264,2,low,M,9,5898,1,0.03409090779958683,1966.0,10,1,9,5.579729825986222,8.682538124003075,Low,Good
C,Ship,4,1,272,5,medium,F,1,1149,0,0.0036764704530709395,191.5,4,2,2,5.60947179518496,7.047517221357296,Medium,Bad
F,Road,4,5,201,10,low,F,7,5340,0,0.034825868914135874,485.45454545454544,20,1,7,5.308267697401205,8.58316818033977,Medium,Good
C,Ship,4,3,160,2,low,M,9,5940,0,0.05624999648437522,1980.0,12,1,9,5.081404364984463,8.689632748355741,Medium,Neutral
F,Ship,3,3,166,2,low,F,45,1791,1,0.2710843210190168,597.0,9,1,45,5.117993812416755,7.491087593534876,Medium,Neutral
D,Ship,5,4,259,5,low,F,4,1991,1,0.015444014847721435,331.8333333333333,20,1,4,5.560681631015528,7.596894438144544,High,Neutral
D,Ship,5,1,224,3,low,M,7,5870,1,0.031249998604910775,1467.5,5,1,7,5.41610040220442,8.677780256064185,High,Bad
D,Ship,6,2,292,4,medium,M,2,1149,1,0.006849314833927575,229.8,12,2,4,5.680172609017068,7.047517221357296,High,Bad
C,Ship,5,4,154,5,low,M,6,5659,1,0.03896103643110153,943.1666666666666,20,1,6,5.043425116919247,8.641179171197228,High,Neutral
A,Ship,4,1,224,2,low,F,6,4454,1,0.026785713089923523,1484.6666666666667,4,1,6,5.41610040220442,8.40178233990491,Medium,Bad
D,Road,4,4,184,4,medium,M,8,2306,1,0.043478258506616387,461.2,16,2,16,5.220355825078324,7.7437032581737535,Medium,Neutral
A,Ship,3,4,247,3,low,F,4,5844,0,0.016194331328164724,1461.0,12,1,4,5.5134287461649825,8.67334187390617,Medium,Neutral
B,Road,4,1,194,2,medium,F,3,5503,0,0.015463916728664085,1834.3333333333333,4,2,6,5.272999558563747,8.61323037961318,Medium,Bad
C,Flight,5,4,275,4,low,F,7,4597,0,0.025454544528925656,919.4,20,1,7,5.62040086571715,8.433376705323127,High,Neutral
F,Ship,4,2,283,7,high,F,9,5252,1,0.03180211901759297,656.5,8,3,27,5.648974238161206,8.566554620953962,Medium,Bad
C,Flight,6,1,281,3,medium,F,36,2536,1,0.1281138744443461,634.0,6,2,72,5.641907070938114,7.838737559599282,High,Bad
C,Ship,2,4,158,5,medium,F,2,4303,1,0.012658227046947655,717.1666666666666,8,2,4,5.0689042022202315,8.36730010184162,Low,Neutral
C,Ship,5,1,191,3,low,M,56,3538,1,0.2931937019270313,884.5,5,1,56,5.2574953720277815,8.171599480345463,High,Bad
B,Ship,4,1,192,4,high,M,5,4142,1,0.02604166531032993,828.4,4,3,15,5.262690188904886,8.329175442077402,Medium,Bad
C,Ship,6,4,286,4,low,F,8,1690,1,0.027972026993985072,338.0,24,1,8,5.659482215759621,7.43307534889858,High,Neutral
F,Flight,5,2,165,3,medium,F,10,5598,0,0.060606056932966244,1399.5,10,2,20,5.111987788356544,8.630343289348893,High,Bad
F,Ship,4,5,235,4,medium,M,6,4633,1,0.025531913807152605,926.6,20,2,12,5.4638318050256105,8.441175704992322,Medium,Good
A,Ship,6,1,304,4,low,F,4,1236,1,0.013157894304016636,247.2,6,1,4,5.720311776607412,7.1204443723924875,High,Bad
A,Ship,6,5,298,4,medium,F,5,1804,0,0.016778522926895204,360.8,30,2,10,5.700443573390687,7.498315870766981,High,Good
D,Ship,3,4,211,3,low,M,56,3654,1,0.2654028310235625,913.5,12,1,56,5.356586274672012,8.203851372183879,Medium,Neutral
F,Ship,2,1,203,4,medium,F,4,4145,0,0.019704432526875246,829.0,2,2,8,5.318119993844216,8.329899292995725,Low,Bad
D,Ship,4,1,252,3,medium,F,30,2669,1,0.11904761432350737,667.25,4,2,60,5.53338948872752,7.8898337513942955,Medium,Bad
A,Road,2,3,264,4,low,F,10,1648,1,0.03787878644398537,329.6,6,1,10,5.579729825986222,7.407924322559599,Low,Neutral
D,Ship,6,5,298,4,low,M,3,1009,1,0.010067113756137122,201.8,30,1,3,5.700443573390687,6.917705609835305,High,Good
F,Ship,3,3,176,8,medium,F,1,4895,1,0.005681817858987622,543.8888888888889,9,2,2,5.176149732573829,8.496173824192162,Medium,Neutral
F,Ship,4,3,170,3,low,F,21,1588,1,0.12352940449827032,397.0,12,1,21,5.14166355650266,7.370860166536716,Medium,Neutral
C,Ship,4,3,158,3,high,M,1,5089,1,0.006329113523473828,1272.25,12,3,3,5.0689042022202315,8.53503310954457,Medium,Neutral
B,Ship,3,5,245,4,high,F,26,2072,1,0.10612244464806349,414.4,15,3,78,5.5053315359323625,7.636752112435779,Medium,Good
F,Road,6,5,247,4,medium,M,7,1461,1,0.028340079824288267,292.2,30,2,14,5.5134287461649825,7.2875606403097235,High,Good
A,Road,4,3,134,2,low,F,2,4522,0,0.014925372020494624,1507.3333333333333,12,1,2,4.90527477843843,8.416930769477844,Medium,Neutral
A,Ship,3,3,187,2,low,F,7,4859,0,0.037433153078441014,1619.6666666666667,9,1,7,5.236441962829949,8.48879371689454,Medium,Neutral
D,Road,4,3,258,2,low,F,2,4308,0,0.007751937684033424,1436.0,12,1,2,5.556828061699537,8.368461137615839,Medium,Neutral
F,Ship,3,3,243,3,medium,F,27,2052,1,0.1111111065386376,513.0,9,2,54,5.497168225293202,7.627057417018934,Medium,Neutral
F,Flight,5,4,228,4,high,F,7,5913,0,0.030701753039396797,1182.6,20,3,21,5.43372200355424,8.685077700412423,High,Neutral
A,Ship,4,4,154,3,low,F,7,4106,1,0.045454542502951785,1026.5,16,1,7,5.043425116919247,8.320448113956559,Medium,Neutral
C,Flight,4,1,273,3,medium,M,5,5055,0,0.01831501764413855,1263.75,4,2,10,5.6131281063880705,8.528330935826693,Medium,Bad
A,Road,5,4,230,2,medium,F,48,3743,1,0.20869564310018943,1247.6666666666667,20,2,96,5.442417710521793,8.227909837597483,High,Neutral
F,Ship,4,1,209,3,low,F,7,4808,1,0.03349282136397984,1202.0,4,1,7,5.3471075307174685,8.478244441277663,Medium,Bad
F,Flight,5,2,231,2,medium,F,55,3894,1,0.23809522778808537,1298.0,10,2,110,5.44673737166631,8.267448958304849,High,Bad
F,Ship,5,1,248,5,low,M,3,1642,1,0.012096773705775254,273.6666666666667,5,1,3,5.517452896464707,7.404279118037268,High,Bad
D,Ship,4,5,249,5,medium,M,3,1530,1,0.012048192287221194,255.0,20,2,6,5.521460917862246,7.333676395657684,Medium,Good
D,Ship,4,5,239,6,low,M,4,1451,0,0.016736400973372343,207.28571428571428,20,1,4,5.480638923341991,7.280697195384741,Medium,Good
C,Ship,4,5,146,4,low,F,25,1606,1,0.17123286498405035,321.2,20,1,25,4.990432586778736,7.382124365737512,Medium,Good
A,Road,5,2,135,2,medium,M,4,5405,0,0.02962962743484241,1801.6666666666667,10,2,8,4.912654885736052,8.595264726836392,High,Bad
A,Flight,3,3,168,2,medium,F,1,1829,1,0.005952380598072583,609.6666666666666,9,2,2,5.1298987149230735,7.512071245835466,Medium,Neutral
F,Ship,4,5,274,2,low,F,2,4492,1,0.007299269806595993,1497.3333333333333,20,1,2,5.616771097666572,8.41027590907016,Medium,Good
B,Flight,5,4,235,3,medium,F,8,4636,0,0.03404255174287014,1159.0,20,2,16,5.4638318050256105,8.441822884391462,High,Neutral
C,Flight,6,2,308,5,medium,M,4,1303,0,0.012987012565356736,217.16666666666666,12,2,8,5.733341276897746,7.1731917424865985,High,Bad
F,Ship,2,3,151,4,low,F,3,1353,1,0.019867548353142493,270.6,6,1,3,5.0238805208462765,7.21081845347222,Low,Neutral
